astronomer,"জ্যোতির্বিজ্ঞানী, জ্যোতির্বিদ"
astronomical,জ্যোতির্বিদ্যা - সংক্রান্ত
astronomy,"জ্যোতির্বিজ্ঞান, জ্যোতির্বিদ্যা"
astrophysicist,জ্যোতিঃপদার্থবিজ্ঞানী
astrophysics,"জ্যোতিঃপদার্থবিজ্ঞান, নভোপদার্থবিদ্যা"
astute,"তীক্ষ্ণবুদ্ধি, চতুর, বিচক্ষণ, ধূর্ত, ধুরন্ধর, সূক্ষ্ম বিচারশক্তির পরিচায়ক"
asunder,"পৃথক বা বিচ্ছিন্ন, দুভাগে বিভক্ত"
asylum,"নির্বিঘ্ন আশ্রয়, মানসিক বা আধ্যাত্মিক আশ্রয়, উন্মাদাগার, অনাথাশ্রম, পাগলা গারদ, রাজনৈতিক আশ্রয়"
asymmetric,সামঁজস্যহীন
asymmetrical,"অপ্রতিসম, অসমজ্ঞ্জস, অসমাঙ্গ"
at,"প্রতি, ইত্যাদি, - এতে, আভিমুখ্য, - তে, অভি -, অভিমুখে, সম্পর্কে, এট দি রেট অফ, প্রতি, ইত্যাদি, - এতে, আভিমুখ্য, - তে, অভিমুখে, অভি -, সম্পর্কে"
atavism,পূর্বগানুকৃতি
atavistic,"পূর্বগানুকৃতিমূলক, অধিসঁচারী"
ate,খেয়ে ফেলতাম
atelier,"শিল্পীর কাজের ঘর, স্টুডিও, কর্মশালা"
atheism,"ঈশ্বরের অস্তিত্বে অবিশ্বাস, নিরীশ্বরবাদ, নাস্তিকতা, অধার্মিকতা, দুষ্টতা"
atheist,"নিরীশ্বরবাদী, নাস্তিক, অধার্মিক, দুষ্ট"
atheistic,"নাস্তিকভাবাপন্ন, নাস্তিকসুলভ, নাস্তিকতা সম্বন্ধীয়"
athenaeum,"সাহিত্য বা বিজ্ঞান সমিতি, সাহিত্যভবন, বিজ্ঞানভবন"
athlete,"প্রতিযোগী, ক্রীড়াকুশলী ব্যক্তি, তেজস্বী, বলবান, প্রাণবন্ত লোক"
athletic,"ক্রীড়াবিষয়ক, পালোয়ানি"
athleticism,খেলা - পাগল মনোভাব
athletics,"শরীরচর্চা, খেলাধূলা, মুক্তাঙ্গন, ক্রীড়া"
athwart,"আড়াআড়ি, তির্যকভাবে"
atlas,"মানচিত্র, রেখাচিত্র, তালিকা, সারণী ইত্যাদির বাঁধানো বই"
atm,এটিএ ঠ
atmosphere,"আবহমণ্ডল, বায়ুমণ্ডল, বাতাবরণ, পরিমণ্ডল, পরিবেশ, প্রতিবেশ"
atmospheric,বায়ুমণ্ডলীয়
atmospheric electric,নভোবিদ্যুৎ
atmospheric region,আবহমণ্ডল
atmospheric pressure,"বায়ুমণ্ডলীয় চাপ, বায়ুপ্রেষ"
atoll,উপহ্রদ বেষ্টনকারী বৃত্তাকার প্রবালপ্রাচীর
atom,"পরমাণু, একটুমাত্র"
atom free zone,"Atom ফ্রি জোন, পারমাণবিক অস্ত্রমুক্ত এলাকা"
atom bomb,"পারমানবিক বোমা, পরমাণু বোমা, আণবিক বোমা, পারমাণবিক বোমা"
atomic,"পরমাণুসংক্রান্ত, অতিক্ষুদ্র"
atomic number,"পারমাণবিক নাম্বার, পরমাণু অঙ্ক"
atomic philosophy,পরমাণুবাদ
atomic weapons,"পারমাণবিক অস্ত্র, পারমাণবাস্ত্র"
atomic bomb,"আনবিক বোমা, পরমাণু-বোমা"
atomic energy commission,"আণবিক শক্তি কমিশন, পারমাণবিক শক্তি কমিশন"
atomic reactor,পারমাণবিক চুল্লী
atomic theory,"পারমাণবিক তত্ত্ব, পরমাণু তত্ত্ব"
atomic mass,"আণবিক ভর, পারমাণবিক ভর"
atomize,পরমাণু বা অতি ক্ষুদ্র কণায় পরিণত করা
atonal,কোনো নির্দিষ্ট স্কেলের নির্দেশ ছাড়াই রচিত
atone,প্রতিকার বা প্রতিবিধান করা
atop,"ওপরে, মাথায়"
atrocious,"অতি দুষ্ট, অত্যন্ত নিষ্ঠুর, নির্মম, নৃশংস, ভয়াবহ, খুব খারাপ"
atrociously,"নৃশংসভাবে, জঘন্যভাবে, অত্যন্ত অশোভনভাবে, বেয়াড়াপনা করে"
atrociousness,"নিদারুণ নিষ্ঠুরতা, নিষ্ঠুর বা জঘন্য কাজ"
atrophied,"দুর্বল, ক্ষীণ, শ্রান্ত, ক্লান্ত, পরিশ্রান্ত, অবসন্ন, রোগা, হীনবল"
atrophy,"ক্রমিক ক্ষয়প্রাপ্তি, অবনতি, অবক্ষয়, পতন"
attach,"সংশ্লিষ্ট করা, গ্রেপ্তার করা"
attache,রাষ্ট্রদূতের কার্যালয়ের সাথে যুক্ত ব্যক্তি
attache case,"অ্যাটাশে ক্ষেত্রে, ছোটো আয়তাকার চামড়ার হাতব্যাগ"
attached,"সংযুক্ত, আসক্ত, অনুরক্ত, সংসক্ত, অভিরত, অত্যাসক্ত, জড়িত, প্রসক্ত, লগ্ন, সম্বদ্ধ, নিবদ্ধ, অনুরাগী, আসঁজিত, বশীভূত, রত, ক্রোককরা, কর্তৃপক্ষ কর্তৃক নিযুক্ত, অনুরত, আশ্লিষ্ট, অনুরঁজিত, অনুবিদ্ধ, নিরত"
attack,"আক্রমণ করা, তীব্র বিরূপ সমালোচনা, রোগের আক্রমণ"
armed attack,সশস্ত্র আক্রমণ
attacked,"আক্রান্ত, অভিগ্রস্ত, গ্রস্ত"
attacker,আক্রমণকারী
attain,"চেষ্টা করে কোনো কিছু লাভ করা, উপনীত হওয়া"
attainable,"অধিগম্য, লভ্য"
attained,"সাধিত, অধিগত, লব্ধ, আপ্ত, অর্জিত, নিষ্পন্ন, উপনীত"
attar,আতর
attempt,"কোনো কাজের উদ্যোগ নেওয়া, প্রয়াস"
attend,"কোনো কিছুতে মনঃসংযোগ করা, পরিচর্যা করা, অংশগ্রহণ করা"
attendance,উপস্থিতি
attendance register,"হাজিরা, উপস্থিতি-নিবন্ধ"
attendant,"পরিচর্যারত, তত্ত্বাবধায়ক, আনুষংঙ্গিক, পরিচালক"
armed attendant,"কারপরদার, কারপরদাজ"
attended,"নিষেবিত, সমন্বিত"
attending,"দোসর, অনুচর, অনুজীবী, অনুবর্তী, অনুচারী, অনুবর্তিতা, নিষেবণ"
attention,"মনোযোগ, লক্ষ্য, যত্ন"
attentions,"প্রণয়ী মনোরঁজন, প্রণয়িনীর মনোরঁজন, প্রেমনিবেদন"
attentive,"একাগ্রচিত্ত, সজাগ, ভদ্র"
attentively,"অবহিতচিত্তে, অনন্যচিত্তে"
attenuate,"শীর্ণ করা, ঘনত্ব হ্রাস করা"
attenuated,"ক্ষয়িত, ক্ষয়াপ্রাপ্ত"
attenuation,"অপচয়, ক্লানি্ত, দুর্বলতা, নাশ, বিনাশ, শিথিলতা, দুর্বলতাসাধণ, উপশম"
attest,"সত্য বলে ঘোষণা করা, সাক্ষ্য দেওয়া, প্রত্যয়িত করা, শপথ গ্রহণ করানো"
attestation,"প্রত্যয়ন, হলফ পড়ানো"
attested,প্রত্যায়তি
attic,চিলেকোঠা
attire,পোশাক
attitude,"মনোভাব, নাটকীয় ঢং, দেহভঙ্গিমা"
attitudinal,ব্যক্তিগত দৃষ্টিভঙ্গি - সম্পর্কিত
attitudinize,ঢঙ্ করা
attitudinizing,লীলাময়
attorney,আইনজীবী
attorney at law,ল এ অ্যাটর্নি
attorney general,"অ্যাটর্নি জেনারেল, মহাব্যবহারদেশক, মহান্যায়বাদী"
attorney general,"অ্যাটর্নি জেনারেল, মহাব্যবহারদেশক, মহান্যায়বাদী"
attract,"আকর্ষণ করা, প্রলুব্ধ করা"
attractable,কর্ষনীয়
attracted,"আকৃষ্ট, অনুরাগী, অনুরক্ত"
attracting,"আকর্ষণী, কর্ষণ, কর্ষ"
attraction,আকর্ষণ
attractive,"চিত্তাকর্ষক, আকর্ষণীয়"
attractiveness,চটক
attributable,"আরোপ্য, নির্দেশযোগ্য, নির্দেশ্য"
attribute,কোনো ব্যক্তি বা বস্তুর বিশেষ গুণ
attributed,আরোপিত
attributing,আরোপক
attribution,"আরোপ, আরোপণ, নির্দেশ"
attributive,"গুণবাচক, বিশেষণধর্মী"
attrition,ঘর্ষণজনিত ক্ষয়
attune,"সুর মেলানো, সুর বাঁধা, সমন্বয় সাধন করা"
atypical,"অস্বাভাবিক, বিরলদৃষ্ট"
aubade,"ঊষা-আবাহনগান, পাখিদের ভোরের কাকলি"
aubergine,বেগুন
auburn,লালচে বাদামী
auction,নিলাম
auction sale,"নিলামে বিক্রয়, নিলাম বিক্রয়"
auction purchaser,নিলাম ক্রেতা
auction purchser,নিলাম-খরিদ্দার
auction off,"নিলামে বিক্রি, নিলামে বিক্রি করে দেওয়া"
auction purchaser,নিলাম ক্রেতা
audacious,"দুঃসাহসী, উদ্ধত, গোঁয়ার, হঠকারী, অপরিণামদর্শী"
audaciousness,"স্পর্ধা, দু: সাহস, ধৃষ্টতা, সাহস, সাহসিকতা, নির্লজ্জতা, প্রগল্ভতা, বেহায়াপনা"
audacity,"দুঃসাহস, ঔদ্ধত্য, স্পর্ধা, ধৃষ্টতা, গোঁয়ার্তুমি"
audibility,"শ্রবণযোগ্যতা, শ্রাব্যতা, শ্রুতিগম্যতা"
audible,"শ্রাব্য, শ্রবণগোচর, কর্ণগোচর, শ্রুতিগোচর, শ্রুতিগম্য"
audibly,"চেঁচিয়ে, উচ্চরবে, উচ্চৈ: স্বরে, সুস্পষ্টরূপে, স্পষ্টরূপে, সুনির্দিষ্টরূপে, পরিষ্কার করিয়া, উচ্চ শব্দে"
audience,"শ্রোতাবৃন্দ, দর্শকবৃন্দ, শ্রোতাসাধারণ, পাঠকসাধারণ, পাঠকবর্গ"
audit,আয়ব্যয়ের বিবরণ
audit ruling,"নিরীক্ষা ক্ষমতাসীন, নিরীক্ষা-রায়"
audit circle,"নিরীক্ষা বৃত্ত, নিরীক্ষা অঞ্চল"
audit and accounts charges,"নিরীক্ষা ও হিসাব চার্জ, হিসাব-নিরীক্ষা ও হিসাবরক্ষণ ব্যয"
audit memoranda,নিরীক্ষা স্মারক
audit instruction,"নিরীক্ষা নির্দেশ, নিরীক্ষণ নির্দেশ"
audited,নিরীক্ষিত
auditing,নিরীক্ষক
audition,গুণপরীক্ষা
audition test,"শ্রুতি পরীক্ষা, স্বর-পরীক্ষা"
auditor,"নিরীক্ষক, হিসাব-পরীক্ষক"
auditor general,"অডিটর জেনারেল, মহা-নিরীক্ষক"
auditor general,"অডিটর জেনারেল, মহা-নিরীক্ষক"
auditorium,প্রেক্ষাগৃহ
auditory,শ্রবণ-সংক্রান্ত
auditory image,"শ্রাবণ ইমেজ, শ্রাবণ প্রতিরূপ"
auditory nerve,"শ্রাবণ নার্ভ, শ্রুতিনার্ভ"
auditory meatus,কর্ণকুহর
auditory foramen,শ্রুতিরন্ধ্র
augean,আঁস্তাকুড়ের বা নরককুণ্ডের মতো নোংরা
augean stables,"দুর্নীতি, যুগসঞ্চিত গ্লানি, পাপ"
auger,ছুতোর মিস্ত্রির ছ্যাঁদা করার যন্ত্র
auger ill,"আগর অসুস্থ, অশুভ পরিণামের ইঙ্গিত দেওয়া"
auger well,"আগর ভাল, শুভ পরিণামের ইঙ্গিত দেওয়া"
aught,"কোনো কিছু, সকল, মোটেই, আদৌ"
augment,বর্ধিত করা বা হওয়া
augmentation,"বৃদ্ধি, উপচয়"
augmented,"উদ্দীপ্ত, উদ্দীপিত"
augmenting,উদ্দীপক
augur,"ভবিষ্যদ্বাণী করা, ভবিষ্যত পরিণাম বলে দেওয়া, আভাসিত করা, গুণে বলা, পূর্বাভাস দেওয়া"
augural,শাকুনতত্ত্বগত
august,"মহিমান্বিত, শ্রদ্ধেয়, সুমহান, রাজসিক, সমীহজাগানো"
augustan,অগস্টাস সীজারের রাজস্তকাল সম্পর্কিত
augustan age,কলার সুবর্ণযুগ
aunt,"পিসিমা, মাসিমা, জেঠিমা, খুড়িমা, মামিমা"
auntie,"কাকিমা, পিসিমা ইত্যাদির ঘনিষ্ঠসম্বোধন, পিসিমণি, মাসিমণি"
aunty,আন্টি
aura,"সুরভিতরঙ্গ, তন্মাত্র, পরিমণ্ডল, বাতাবরণ, আবেষ্টন, পরিবেশ"
aural,শ্রবণেন্দ্রিয় সংক্রান্ত
aurally,"মৌখিকরূপে, মুখে মুখে"
aurelia,অরেলিয়া
aureole,"জ্যোতিশ্চক্র, দ্যুতিমন্ডল, অংশুমালা, দীপ্তিবলয়।"
auricle,"বহিঃকর্ণ, হৃতপিণ্ডের উপরিঅর্ধের দুটি গহ্বরের যে কোনোটি, কানের লতির আকৃতির কোনো উপাঙ্গ"
auricular,"কানসংক্রান্ত, হৃতপিণ্ডের অলিন্দ সংক্রান্ত"
auriferous,"স্বর্ণগর্ভ, হিরণ্যগর্ভ, স্বর্ণোত্পাদী"
aurora,রোমানদের উপাস্য ঊষাদেবী
aurora australis,1. কুমেরুপ্রভা 2. কুমেরুজ্যোতি
aurora borealis,1. সুমেরুপ্রভা 2. সুমেরুজ্যোতি
auroral,"ঊষাদেবীসংক্রান্ত, ঊষাসংক্রান্ত"
auspices,পৃষ্ঠপোষকতা
auspicious,"শুভ, অনুকূল, সুপ্রসন্ন"
auspicious and inauspicious time,কালাকাল
auspiciousness,প্রকৃষ্টতা
aussie,"অস্ট্রেলিয়া, অস্ট্রেলিয়ার অধিবাসী"
austere,"কঠিন, কঠোরভাবাপন্ন, নিরাভরণ, সরল, অলংকারহীন, নিরলংকার"
austerity,"সকল বিষয়ে কঠোর সংযম, মিতব্যয়িতা, কঠোর নীতিনিষ্ঠা, অনাড়ম্বরতা"
autarchy,"নিরঙ্কুশ ক্ষমতা, স্বৈরতন্ত্র"
autarky,স্বয়ম্ভরতা
authentic,"অকৃত্রিম, প্রামাণিক, প্রমাণসিদ্ধ, খাঁটি, আসল, নির্ভেজাল, নির্ভরযোগ্য"
authentic text,"খাঁটি টেক্সট, নির্ভরযোগ্য পাঠ"
authenticate,সত্য বা খাঁটি বলে প্রমাণ করা
authentication,প্রমাণীকরণ
authentication of title,"শিরোনাম প্রমাণীকরণ, নাম প্রমাণীকরণ"
author,"লেখক, রচয়িতা, গ্রন্থকার, প্রণেতা, সৃষ্টিকর্তা, উদ্ভাবক"
author entry,লেখকভুক্তি
author catalogue,"লেখক ক্যাটালগ, লেখক তালিকা"
author number,"লেখক সংখ্যা, লেখক চিহ্ন"
authoritarian,"কর্তৃত্বপূর্ণ, কর্তৃত্বপ্রিয়, প্রভুত্বব্যঞ্জক, স্বৈর, স্বৈরাচারী, স্বেচ্ছাচারী"
authoritarianism,"স্বেচ্ছাচার, কর্তৃত্ববাদ, স্বৈরতন্ত্র"
authoritative,"রাশভারি, কর্তৃত্বব্যঞ্জক, কর্তৃত্বপূর্ণ, কর্তৃত্বসম্পন্ন, কর্তৃত্বপ্রিয়, ভারিক্কি, প্রামাণিক"
authoritativeness,প্রামাণ্য
authorities,"কর্তৃপক্ষ, শাসকগোষ্ঠী"
appellate authority,"আপীল কর্তৃপক্ষ, আপিল কর্তৃপক্ষ, আপিল প্রাধিকারী"
assessing authority,"কর্তৃপক্ষ নির্ধারণে, নির্ধারণ কর্তা"
authority letter,"কর্তৃপক্ষের চিঠি, অধিকার-পত্র"
authority,"প্রভুত্বের আইনসম্মত অধিকার, কর্তৃত্ব, অধিকার, ক্ষমতা, কর্তাব্যক্তি, কর্তৃপক্ষ"
authorization,"ক্ষমতাপ্রদান, অনুমোদন, কর্তৃত্বদান"
authorize,অনুমোদন করা
authorized,"প্রাধিকৃত, অনুমোদিত"
autism,"বহির্বিমুখিতা, আত্মমগ্নতা রোগ, অসুস্থ কল্পনামগ্নতা"
autistic,অটিস্টিক
auto,মোটরগাড়ি
auto telephone exchange,"অটো টেলিফোন এক্সচেঞ্জ, স্বয়ংক্রিয় টেলিফোন বিনিময়কেন্দ্র"
auto mechanic,"অটো মেকানিক, মোটর-যন্ত্রী, মোটর-মিস্ত্রী"
auto collimating,স্বতোক্ষ
auto recorder,"অটো রেকর্ডার, স্বয়ং লিপিকর"
auto collimation,স্বতোক্ষীভবন
auto suggestion,স্বয়ং পরামর্শ
auto eroticism,অটো কামদ
autobahn,মোটরসড়ক
autobiographer,আত্মজীবনী - রচয়িতা
autobiographic,আত্মজীবনীসংক্রান্ত
autobiographical,আত্মজীবনীসংক্রান্ত
autobiography,আত্মজীবনী
autocracy,"স্বৈরতন্ত্র, একনায়কতন্ত্র"
autocrat,"একনায়ক, স্বৈরাচারী শাসক, স্বৈরাচারী ব্যক্তি"
autocratic,"স্বৈরাচারী, স্বেচ্ছাচারী, স্বৈরতন্ত্রী"
autograph,কোনো ব্যক্তির নিজ হস্তাক্ষর
automat,মেশিন
automate,স্বয়ংক্রিয় পদ্ধতি প্রয়োগ করা
automatic,"স্বয়ংক্রিয়, স্বয়ংচল, স্বতঃস্ফূর্ত"
automatic machinery,"স্বয়ংক্রিয় যন্ত্রপাতি, স্বয়ংক্রিয় যন্ত্রপাতি, স্বতঃক্রিয় যন্ত্র"
automatic balance,স্বতঃভারসাম্য
automatic delivery,"স্বয়ংক্রিয় বিতরণ, স্বতঃবিলি"
automation,পণ্য উত্পাদনের বিভিন্ন পর্যায়ের স্বয়ংক্রিয় নিয়ন্ত্রণব্যবস্থা
automaton,"যন্ত্রমানব, রোবট"
automobile,মোটরগাড়ি
autonomist,স্বায়ত্তশাসনের সমর্থক
autonomous,"স্বশাসিত, স্বাধীন"
autonomous bady,স্বশাসিত সংস্থা
autonomous tariff system,"স্বতঃস্ফূর্ত শুল্ক সিস্টেম, স্বতঃস্ফূর্ত শুল্ক-পদ্ধতি"
autonomous movement,"স্বশাসিত আন্দোলন, স্বতশ্চলন"
autonomous neutralisation,একতরফা নিরপেক্ষতা ঘোষণা
autonomous investment,"স্বায়ত্তশাসিত বিনিয়োগ, স্বতঃস্ফূর্ত বিনিয়োগ"
autonomy,"স্বশাসনের অধিকার, স্বায়ত্তশাসন, ব্যক্তিস্বাধীনতা"
autopsy,"ময়নাতদন্ত, পুঙ্ক্ষানুপুঙ্ক্ষ বিশ্লেষণ"
autostrada,রাজপথ
autumn,শরত ও হেমন্ত ঋতু
autumn rice,আউস ধান
autumn crocus,"শরত ক্রোকাস, শরৎ বা হেমন্তকালে ফোটা একজাতীয় ক্রোকাস"
autumnal,শরতকালীন বা হেমন্তকালীন
autumnal harvest,খরিফ
autumnal equinox,জলবিষুব
auxiliary,"সহায়ক, ভাড়াটে, ক্রিয়াপদের রূপগঠনে সহায়ক, সহায়ক ব্যক্তি, সহায়ক বিষয়, সহায়ক বস্তু, ভাড়াটে বিদেশী সৈনিক, অপর ক্রিয়াপদের রূপগঠনে সহায়ক ক্রিয়াপদ"
avail,"কাজে লাগা, কার্যকরী হওয়া, সহায়ক হওয়া, লাভজনক হওয়া, সাহায্য করা, উপকার করা"
availability,"প্রাপ্যতা, লভ্যতা"
available,"লভ্য, প্রাপনীয়, প্রাপ্তব্য, আয়ত্তগত, আয়ত্তাধীন, ব্যবহারযোগ্য"
avalanche,"বরফের ধ্বস, হিমানী-সম্প্রপাত"
avarice,"অর্থলালসা, অর্থগৃধ্নুত, অর্থলিপ্সা, অর্থলোভ, লোলুপতা"
avaricious,"অতিশয় লোভী, কৃপণ, লোলুপ, গৃধ্নু"
avast,থামো!
avatar,অবতার
avaunt,"ভাগো, দূর হঠো"
ave,স্বাগত
avenge,প্রতিশোধ নেওয়া
avenged,"প্রতিকৃত, প্রতিবিহিত"
avenger,যে ব্যক্তি প্রতিহিংসা গ্রহণ করে
avenging,প্রতিকর্ম
avenue,রাজপথ
aver,নিশ্চিতভাবে বলা
average,"গড় মূল্য, গড়পড়তা মান"
average revenue curve,"গড় আয় বক্ররেখা, গড় আয়সূচক রেখা"
average cost,"গড় খরচ, গড় খরচ"
average pay,"গড় বেতন, গড়পড়তা পারিশ্রমিক"
average policy,"গড় নীতি, গড়পড়তা বীমা"
averse,"বিরোধী, বিরূপ, বিমুখ, অনিচ্ছুক"
aversely,অনিচ্ছায়
aversion,"ঘোর অপছন্দ, বিরাগ, বিমুখতা, বিতৃষ্ণা, বিরাগভাজন ব্যক্তি"
avert,"চোখ, মন ইত্যাদি সরিয়ে নেওয়া, আটকানো, এড়ানো, ঠেকানো"
aviary,"পাখি রাখবার বড়ো খাঁচা, পক্ষিশালা, পাখিঘর, পক্ষীরালয়"
aviation,"বিমানচালনা, বিমানচালন বিদ্যা, বিমানচালনার কৌশল"
aviation risk insurance,"বিমান ঝুঁকি বীমা, বিমান ঝুঁকি বিমা"
agro aviation project,কৃষি-বিমান প্রকল্প-
aviation workshop,"এভিয়েশন কর্মশালা, বিমানচলন কর্মশালা"
avid,"আগ্রহী, উত্সুক, উদগ্র, ব্যগ্র, লোভী, লোভাতুর"
avidly,লোভার্তভাবে
avocado,আভাকাডো
avocation,অপ্রধান পেশা
avoid,"এড়ানো, পরিহার করা, বাতিল করা"
avoid service of a notice,"একটি নোটিস জারি এড়ানো, নোটিস জারি এড়ানো"
avoidable,পরিহার্য
avoided,অপবারিত
avow,কবুল করা
avowed,"সত্য বলিয়া ঘোষিত, স্বীকৃত, প্রকাশ্যে স্বীকৃত, প্রকাশ্যে ঘোষিত"
avowedly,"প্রকাশ্যে, সোজাসুজিভাবে, সোজা, প্রত্যক্ষভাবে, খোলাখুলিভাবে, সোজা কথায়, খোলাখুলি, অকপটে, সরলভাবে"
avuncular,"পিতৃব্য সম্পর্কিত, মাতুল সম্পর্কিত, মামাতো, খুড়তুত, মাসতুতো"
await,"অপেক্ষা করা, প্রতীক্ষা করা, মজুত থাকা, ভাগ্যে থাকা"
awaited,"প্রতীক্ষিত, প্রত্যাশিত"
awaiting,"প্রতীক্ষমাণ, প্রত্যাশী"
awake,"ঘুম ভাঙা, জেগে ওঠা, বিনিদ্র, জাগ্রত"
awaken,"ঘুম ভাঙা, সচেতন করা"
awakened,"জাগরিত, প্রবুদ্ধ, উদ্বুদ্ধ, বুদ্ধ, প্রতিবোধিত, প্রবোধিত, উন্মেষিত, স্ফুরিত"
awakening,"জাগরণ, উদ্বোধন, জাগর, প্রবোধ, প্রতিবোধ, প্রবোধন, প্রতিবোধন, বোধন, উন্মেষ, উদয়"
award,আনুষ্ঠানিকভাবে বা আদালতের রায় অনুসারে কোনোকিছু দেওয়া
awarded,দত্ত
aware,"অবগত, জ্ঞাত, সচেতন, অবহিত, সজাগ"
awareness,"অবগতি, টের, জানাশোনা"
awash,"প্লাবিত, তরঙ্গবিধৌত, ভাসা, ভাসন্ত, ভাসমান"
away,"দূরে, দূরত্বে, তফাতে, পরে"
awe,"সমীহ, সম্ভ্রম"
aweary,"ক্লান্ত, শ্রান্ত, পরিশ্রান্ত"
awful,"অভিভূত-করা, সম্ভ্রম-জাগানো, ভয়াবহ, ভীতিপ্রদ, বেদনাবহ, আতঙ্কজনক"
awfully,"অত্যন্ত, অতি, অতিশয়, ভয়ঙ্করে"
awhile,কিছুক্ষণের জন্য
awkward,"বেখাপ্পা, উদ্ভট, বেয়াড়া, বিদঘুটে, গোলমেলে, অপ্রস্তুত, অসুবিধাজনক"
awkwardness,"জবুথবুভাব, অপাটব"
awl,সরু ছ্যাঁদা করবার ছুঁচ বা ফলা
awning,"ছাউনি, চন্দ্রাতপ, চাঁদোয়া, শামিয়ানা"
awry,"স্থানভ্রষ্ট হয়ে, বক্রভাবে, তির্যকভাবে, ভুলভাবে, বেঠিকভাবে, ভুলপথে"
ax,"কুঠার, কুড়ুল, কুড়াল, হ্রাস করা, কুঠার দ্বারা ছেদন করা, কেটে ফেলা, কাটা, কম করা, কমিয়ে দেত্তয়া"
axe,"কুড়ুল, কুঠার, টাংগি, হ্রাস করা"
axiom,সবর্জনবিদিত নীতি
axiomatic,"স্বতঃসিদ্ধ, সর্বজনস্বীকৃত, সর্বজনবিদিত"
axis,"অক্ষ, অক্ষরেখা, অক্ষদণ্ড, অক্ষধুরা, মেরূরেখা, মেরূদণ্ড, কাণ্ড, চক্র, ভ্রূণাক্ষ, যে কাল্পনিক রেখাকে কেন্দ্র করিয়া কিছু আবর্তিত হয়"
axle,যে দণ্ডকে ঘিরে কোনো চাকা ঘোরে
axle box,অক্ষপুট
ay,মাস
ayah,পিতা
aye,"চিরদিন, সর্বদা, বরাবর, সর্ব অবস্থায়"
azimuth,আকাশের শীর্ষবিন্দুর ভিতর দিয়ে কল্পিত চাপ দিগন্তরেখাকে যে বিন্দুতে ছেদ করে
azimuthal,"দিগংশিক, দিগ্বলয়ী"
azure,"উজ্জ্বল নীল রং, আকাশী নীল"
anaerobic bacteria,"অবাত ব্যাকটেরিয়া, অবায়ুজীবী জীবাণু"
aerobic bacteria,"বায়ুজীবী ব্যাকটেরিয়া, বায়ুজীবী জীবাণু"
air balloon,এয়ার বেলুন
ask the banns,"গির্জায় প্রস্তাবিত জিজ্ঞাসা, উক্ত বিজ্ঞপ্তি প্রকাশিত করিতে অনুরোধ করা"
age bar,"বয়স বার, বয়োবন্ধ"
acidity of a base,"একটি বেস অম্লতা, ক্ষারের অম্লগ্রাহিতা"
air base,এয়ার বেস
accrual basis,"বৃদ্ধি ভিত্তিতে, আগানো হিসাব, উপচিত হিসাব"
armed battalion,"সশস্ত্র ব্যাটালিয়ন, সায়ুধ বাহিনী"
award of benefit,লাভ বিতরণ
a running blow,"অবিশ্রান্ত, অবিরাম, নিরবচ্ছিন্ন, বিরামহীন, ধারাবাহিক"
a bomb,একটি বোমা
acquaintance book,বেতন বই
air brake,বায়ুর বাঁধা
accounts branch,হিসাব শাখা
after much calculation,"অনেক হিসাব পরে, অনেক পূর্বানুমানের পরে"
armoured car,"বর্মাচ্ছাদিত যুদ্ধযানবিশেষ, সাঁজোয়া গাড়ি"
a ship laden with cargo,মালবোঝাই জাহাজ
aircraft carrier,"বিমানপোত বহনার্থ জাহাজ, বিমানপোত বহনার্থ জাহাজ"
a la carte,খাদ্যতালিকা অনুযায়ী
animated cartoon,"অ্যানিমেটেড কার্টুন, ব্যঙ্গচিত্র আঁকা, অনেকগুলি ধারাবাহিক চিত্রের ফটো তুলে তৈরি করা সিনেমার ছবি"
a cat has nine lives,সহজে মরতে চায় না এমন
arched ceiling,খিলান ছাদ
agricultural census,"কৃষি আদমশুমারি, কৃষি শুমারি, কৃষি গণনা"
air chamber,এয়ার চেম্বারের
animal charcoal,"প্রাণী কাঠকয়লা, প্রাণিজ-অঙ্গার"
a wild goose chase,"বৃথা পরিশ্রম, বৃথা পরিশ্রম করা, সোনার হরিণের বা অসম্ভবের পিছনে ছোটা, তাড়া খাওয়া মানুষ, পশু, জাহাজ ইত্যাদি"
agricultural chemist,"কৃষি রসায়নবিদ, কৃষি-রসায়নবিদ"
antedated cheque,বাসী চেক
a responsible citizen,"একটি দায়িত্বশীল নাগরিক, প্রতিপত্তিশালী নাগরিক, গণ্যমান্য নাগরিক"
actionable claim,"অভিযোগ্য দাবি, নালিশযোগ্য দাবি, আদালতগ্রাহ্য দাবি"
auctionable claim,মামলাযোগ্য দাবি
all participation clause,"সব অংশগ্রহণ দফা, চুক্তিরূপায়ণ দফা"
all clear,সব পরিষ্কার
accounts clerk,গণক করণিক
a relaxing climate,"নিস্তেজকারী, ঝিম-ধরানো, আচ্ছন্নকারী জলবায়ু"
anti climax,বিরোধী শীর্ষবিন্দু
against the clock,"ঘড়ি বিরুদ্ধে, ঘড়ি ধরে"
a cog in the machine,"মেশিনের মধ্যে একটি দন্তযুক্ত, বিরাট ব্যবস্থা বা পরিকল্পনার এক নগণ্য অংশ"
a cold sweat,"ঠান্ডা ঘাম, ভয়ানক আতঙ্ক, আতঙ্কে গায়ে ঘাম দেখা দেওয়ার অবস্থা"
at the word of command,"আদেশে, আদেশ পেয়ে"
